Title,Artist,Entry_Date,Entry_Position,Peak_Position,Total_Weeks,Popularity,Movies_TV_feature_count,Oscars_won
It's Gonna Change,BOBBY GOLDSBORO,7/31/1970,119,108,2,-1,0,0
Baby Is There Something On Your Mind,McKINLEY TRAVIS,7/10/1970,108,91,5,-1,0,0
Funky Nassau,BEGINNING OF THE END,5/7/1971,94,15,14,43,1,0
Change Partners,STEPHEN STILLS,6/12/1971,100,43,9,36,0,0
The Last Time I Saw Her,GLEN CAMPBELL,6/26/1971,90,61,7,12,0,0
Mozart Symphony No. 40,WALDO DE LOS RIOS,6/19/1971,99,67,8,-1,0,0
Hill Where The Lord Hides,CHUCK MANGIONE,7/3/1971,94,76,6,19,0,0
Gonna Be Alright Now,GAYLE McCORMICK,7/10/1971,97,84,5,-1,0,0
It's About Time,DILLARDS,7/31/1971,92,92,2,-1,0,0
Crimson And Clover,JOAN JETT AND THE BLACKHEARTS,5/1/1982,63,7,15,-1,0,0
Break It Up,FOREIGNER,5/15/1982,70,26,13,44,0,0
This Man Is Mine,HEART,5/15/1982,71,33,13,14,0,0
Street Corner,ASHFORD AND SIMPSON,5/8/1982,102,56,14,43,0,0
Love Leeds To Madness,NAZARETH,7/31/1982,105,105,2,-1,0,0
Yes It's You Lady,SMOKEY ROBINSON,7/31/1982,107,107,2,2,0,0
Unconditional Love,DONNA SUMMER,9/3/1983,82,43,8,21,0,0
Man I Feel Like A Woman,SHANIA TWAIN,9/11/1999,84,23,11,65,0,0
Can't Be Tamed,MILEY CYRUS,6/5/2010,8,8,10,55,0,0
Ordinary Girl,HANNAH MONTANA,7/31/2010,91,91,2,57,0,0
Aston Martin Music,RICK ROSS featuring DRAKE &amp; CHRISETTE MICHELE,10/23/2010,96,30,19,-1,0,0
A Broken Vow,THE CHORDETTES,8/8/1960,102,102,1,10,0,0
One Wonderful World,RAY SMITH,8/8/1960,103,103,1,-1,0,0
Sergeant Preston Of The Yukon,RAY STEVENS,8/8/1960,108,108,1,3,0,0
Hully Gully Cha Cha Cha,SKIP AND FLIP,8/8/1960,109,109,1,0,0,0
Sons And Lovers,PERCY FAITH AND HIS ORCHESTRA,8/8/1960,111,111,1,9,0,0
A Shot In The Dark,HENRY MANCINI,7/18/1964,97,97,2,27,0,0
Never Pick A Pretty Boy,DEE DEE SHARP,8/8/1964,131,131,1,8,0,0
Better Watch Out Boy,THE ACCENTS featuring SANDI,8/8/1964,133,133,1,-1,0,0
He Was A Friend Of Mine,THE BRIARWOOD SINGERS,12/28/1963,126,126,1,-1,0,0
I Don't Want To Go Home,SOUTHSIDE JOHNNY AND THE ASBURY JUKES,8/8/1976,105,105,1,35,0,0
Cherry Bomb,JOHN COUGAR MELLENCAMP,10/24/1987,78,8,21,52,0,0
A Woman's Got The Power,THE A'S,8/8/1981,106,106,1,2,0,0
Full Term Love,MONIE LOVE,8/8/1992,96,96,1,-1,0,0
Catch Me,DEMI LOVATO,8/8/2009,89,89,1,54,0,0
Too Many Rappers,BEASTIE BOYS featuring NAS,8/8/2009,93,93,1,27,0,0
Blow A Bag,FUTURE,8/8/2015,95,95,1,61,0,0
Dance Like We're Making Love,CIARA,8/8/2015,100,100,1,59,0,0
I Created A Monster,Z.Z. HILL,8/9/1975,109,109,1,3,0,0
Mamma Mia,ABBA,5/22/1976,83,32,9,54,0,0
Happy Little Pill,TROYE SIVAN,8/9/2014,92,92,1,54,0,0
Mellow Yellow,DONOVAN,11/12/1966,65,2,12,49,0,0
Winchester Cathedral,DANA ROLLIN,10/29/1966,125,71,7,-1,0,0
Devil With A Blue Dress On & Good Golly Miss Molly (Medley),MITCH RYDER AND THE DETROIT WHEELS,10/8/1966,79,4,16,-1,0,0
Lady Godiva,PETER AND GORDON,10/8/1966,90,6,14,29,0,0
Stop Stop Stop,THE HOLLIES,10/22/1966,115,7,11,56,0,0
I'm Ready For Love,MARTHA AND THE VANDELLAS,10/29/1966,70,9,10,20,0,0
That's Life,DAVID LEE ROTH,11/22/1986,94,85,4,33,0,0
Whispers (Gettin' Louder),JACKIE WILSON,10/1/1966,127,11,15,-1,0,0
I'm Your Puppet,JAMES AND BOBBY PURIFY,9/24/1966,96,6,14,51,0,0
A Hazy Shade Of Winter,SIMON AND GARFUNKEL,11/5/1966,81,13,9,49,0,0
A Place In The Sun,PABLO CRUISE,9/17/1977,88,42,9,37,0,0
Poor Side Of Town,JOHNNY RIVERS,9/17/1966,90,1,15,31,0,0
Sugar Town,NANCY SINATRA,11/12/1966,128,5,14,47,3,0
I Got The Feeling,NEIL DIAMOND,11/5/1966,107,16,9,-1,0,0
(Come 'Round Here) I'm The One You Need,THE MIRACLES,11/5/1966,90,17,9,25,0,0
Coming On Strong,BRENDA LEE,9/17/1966,131,11,15,17,0,0
It Tears Me Up,PERCY SLEDGE,10/22/1966,92,20,11,28,0,0
Holy Cow,LEE DORSEY,10/15/1966,134,23,10,35,0,0
"Run, Run, Look And See",BRIAN HYLAND,10/15/1966,135,25,10,20,0,0
The Wheel Of Hurt,MARGARET WHITING,9/17/1966,109,26,14,2,0,0
Last Train To Clarksville,THE MONKEES,9/3/1966,101,1,16,44,0,0
Rain On The Roof,THE LOVIN' SPOONFUL,10/15/1966,76,10,10,27,0,0
Single Girl,SANDY POSEY,11/19/1966,96,12,12,0,0,0
I Need Somebody,? AND THE MYSTERIANS,11/12/1966,101,22,11,-1,0,0
Mustang Sally,WILSON PICKETT,11/19/1966,101,23,10,55,1,0
Talk Talk,TALK TALK,10/16/1982,90,75,7,42,0,0
Help Me Girl,THE OUTSIDERS,10/29/1966,90,37,10,5,0,0
(When She Needs Good Lovin') She Comes To Me,THE CHICAGO LOOP,10/22/1966,101,37,9,-1,0,0
Hooray For Hazel,TOMMY ROE,9/10/1966,123,6,14,26,0,0
Coming Home Soldier,BOBBY VINTON,11/5/1966,125,11,14,33,0,0
Pandora's Golden Heebie Jeebies,THE ASSOCIATION,11/26/1966,77,35,7,21,0,0
Games That Lovers Play,WAYNE NEWTON,10/15/1966,116,86,7,11,0,0
Words Of Love,THE MAMAS AND THE PAPAS,12/3/1966,81,5,12,28,0,0
Love Is A Hurtin' Thing,LOU RAWLS,9/10/1966,99,13,14,24,0,0
Dandy,HERMAN'S HERMITS,10/1/1966,89,5,11,20,0,0
I Fooled You This Time,GENE CHANDLER,11/19/1966,127,45,9,28,0,0
Tell It Like It Is,HEART,11/23/1980,41,8,16,33,0,0
"Wish You Were Here, Buddy",PAT BOONE,9/17/1966,132,132,1,-1,0,0
A Symphony For Susan,THE ARBORS,10/15/1966,95,51,10,7,0,0
Happenings Ten Years Times Ago,THE YARDBIRDS,11/26/1966,99,30,9,-1,0,0
I've Passed This Way Before,JIMMY RUFFIN,12/3/1966,84,17,11,26,0,0
East West,HERMAN'S HERMITS,12/3/1966,83,27,8,11,0,0
Please Don't Ever Leave Me,THE CYRKLE,11/19/1966,113,59,7,8,0,0
A Day In The Life Of A Fool,JACK JONES,10/8/1966,130,62,11,22,0,0
The Egg Plant That Ate Chicago,DR. WEST'S MEDICINE SHOW AND JUNK BAND,11/5/1966,111,52,10,-1,0,0
Please Say You're Fooling,RAY CHARLES,11/5/1966,133,64,7,-1,0,0
We Got A Thing That's In The Groove,THE CAPITOLS,10/29/1966,105,65,8,18,0,0
There's Got To Be A Word,THE INNOCENCE,11/19/1966,131,34,10,0,0,0
Don't Answer The Door (Part 1),B.B. KING,10/15/1966,108,72,10,-1,0,0
You Can Bring Me All Your Heartaches,LOU RAWLS,11/26/1966,88,55,8,8,0,0
Ghost Riders In The Sky,THE BAJA MARIMBA BAND,11/26/1966,82,52,6,-1,0,0
I Don't Need No Doctor,HUMBLE PIE,9/25/1971,85,73,6,31,0,0
Bad Misunderstanding,THE CRITTERS,11/26/1966,122,55,7,1,0,0
Alvin's Boo-Ga-Loo,ALVIN CASH AND THE REGISTERS,11/26/1966,81,74,6,2,0,0
Blue Autumn,BOBBY GOLDSBORO,11/26/1966,121,35,11,19,0,0
Communication Breakdown,ROY ORBISON,12/3/1966,105,60,8,14,0,0
Baby What I Mean,THE SPIRAL STAIRCASE,3/2/1968,112,111,2,-1,0,0
The Girl That Stood Beside Me,BOBBY DARIN,12/3/1966,110,66,6,-1,0,0
I Wanna Meet You,THE CRYAN' SHAMES,10/15/1966,133,101,4,-1,0,0
(We Ain't Got) Nothin' Yet,THE BLUES MAGOOS,11/26/1966,120,5,16,26,0,0
98.6,KEITH,12/3/1966,125,7,15,25,0,0
(He's) Raining In My Sunshine,JAY AND THE AMERICANS,11/19/1966,108,90,6,12,0,0
Tell It To The Rain,THE FOUR SEASONS,12/10/1966,92,10,10,26,0,0
Karate,THE EMPEROR'S,11/26/1966,128,55,10,-1,0,0
You Got Me Hummin',THE HASSELS,11/25/1967,112,112,1,-1,0,0
Questions And Answers,THE IN CROWD,11/12/1966,107,92,8,-1,0,0
I'll Be Home,THE PLATTERS,11/12/1966,111,97,5,6,0,0
I Had Too Much To Dream (Last Night),THE ELECTRIC PRUNES,12/3/1966,124,11,15,44,1,0
Peak Of Love,BOBBY McCLURE,11/19/1966,114,97,8,0,0,0
Go Nowhere,LOS BRAVOS,12/10/1966,102,91,3,-1,0,0
I'm Gonna Miss You,KENNY LOGGINS,11/12/1988,90,82,5,14,0,0
Back In The Same Old Bag Again,BOBBY BLAND,12/3/1966,128,102,5,-1,0,0
A Corner In The Sun,WALTER JACKSON,11/5/1966,94,83,6,2,0,0
Your Ever Changin' Mind,CRISPIAN ST. PETERS,11/26/1966,111,106,3,-1,0,0
I'll Make It Easy (If You'll Come On Home),THE INCREDIBLES,12/10/1966,108,108,2,24,0,0
Am I A Loser (From The Start),EDDIE HOLMAN,10/29/1966,131,116,4,1,0,0
Nashville Cats,THE LOVIN' SPOONFUL,12/10/1966,110,8,11,34,0,0
Pushin' Too Hard,THE SEEDS,11/26/1966,124,36,15,38,0,0
Hi Hi Hazel,GARY AND THE HORNETS,10/29/1966,128,96,8,-1,0,0
Spanish Nights And You,CONNIE FRANCIS,11/5/1966,99,99,9,18,0,0
Wack Wack,THE YOUNG HOLT TRIO,12/10/1966,115,40,9,-1,0,0
(Open Up The Door) Let The Good Times In,DEAN MARTIN,12/10/1966,116,55,7,34,0,0
Just One Smile,GENE PITNEY,12/24/1966,88,64,6,19,0,0
Yo-Yo,THE OSMONDS,9/11/1971,85,3,13,16,0,0
Papa Was Too,JOE TEX,12/10/1966,119,44,8,13,0,0
(I'm Not Your) Steppin' Stone,THE MONKEES,12/10/1966,120,20,9,41,0,0
Snoopy Vs. The Red Baron,THE ROYAL GUARDSMEN,12/10/1966,122,2,13,31,0,0
Wish Me A Rainbow,THE GUNTER KALLMANN CHORUS,12/3/1966,129,63,11,-1,0,0
Piece Of Mind,COUNT FIVE,12/10/1966,125,125,1,-1,0,0
Wedding Bell Blues,5TH DIMENSION,9/27/1969,67,1,15,45,2,0
I Don't Need Anything,MAXINE BROWN,12/10/1966,129,129,1,-1,0,0
I Bet'cha (Couldn't Love Me),THE MANHATTANS,11/19/1966,135,135,1,-1,0,0
I'm Glad I Waited,THE PLAYERS,12/10/1966,131,130,2,-1,0,0
Forget About Me,PRINCE HAROLD,12/10/1966,132,114,2,-1,0,0
Where Could I Go (But To Her),DAVID HOUSTON,12/10/1966,133,133,1,0,0,0
Grizzly Bear,THE YOUNGBLOODS,12/10/1966,134,52,11,13,0,0
Hello Hello,THE SOPWITH CAMEL,12/10/1966,135,26,12,-1,1,0
You Light Up My Life,DEBBY BOONE,9/3/1977,71,1,25,43,2,1
Blue Bayou,ROY ORBISON,9/7/1963,116,29,11,53,3,0
It's So Easy,LINDA RONSTADT,10/8/1977,77,5,18,44,1,0
(Every Time I Turn Around) Back In Love Again,L.T.D.,10/1/1977,104,4,21,37,0,0
"Baby, What A Big Surprise",CHICAGO,9/24/1977,70,4,17,39,0,0
You Make Loving Fun,FLEETWOOD MAC,10/15/1977,73,9,14,54,0,0
Here You Come Again,DOLLY PARTON,10/15/1977,82,3,19,55,2,0
Sentimental Lady,BOB WELCH,10/15/1977,90,8,18,44,3,0
Slip Slidin' Away,PAUL SIMON,10/15/1977,81,5,20,51,0,0
Isn't It Time,THE BABYS,10/8/1977,82,13,16,45,0,0
You Can't Turn Me Off (In The Middle Of Turning Me On),HIGH INERGY,9/17/1977,91,12,22,19,0,0
Come Sail Away,STYX,9/24/1977,89,8,22,57,0,0
You're In My Heart (The Final Acclaim),ROD STEWART,10/29/1977,80,4,22,53,0,0
Swingtown,THE STEVE MILLER BAND,10/15/1977,76,17,15,0,0,0
Your Smiling Face,JAMES TAYLOR,10/1/1977,88,20,17,58,0,0
Hey Deanie,SHAUN CASSIDY,11/12/1977,77,7,16,20,0,0
Gone Too Far,ENGLAND DAN &amp; JOHN FORD COLEY,10/1/1977,86,23,14,-1,0,0
She's Not There,SANTANA,10/8/1977,88,27,14,47,0,0
Serpentine Fire,"EARTH, WIND AND FIRE",10/29/1977,87,13,18,45,0,0
Runaround Sue,DION,9/18/1961,115,1,15,60,0,0
The Way I Feel Tonight,THE BAY CITY ROLLERS,10/15/1977,89,24,17,-1,0,0
We Just Disagree,DAVE MASON,9/3/1977,80,12,19,45,1,0
Short People,RANDY NEWMAN,11/12/1977,87,2,20,46,0,0
Gettin' Ready For Love,DIANA ROSS,11/5/1977,82,27,13,7,0,0
Turn To Stone,THE ELECTRIC LIGHT ORCHESTRA,11/19/1977,81,13,15,0,0,0
Native New Yorker,ODYSSEY,10/22/1977,103,21,22,45,0,0
Calling Occupants Of Interplanetary Craft,THE CARPENTERS,10/8/1977,71,32,14,28,0,0
Don't Ask Me Neighbors,THE EMOTIONS,10/29/1977,86,44,13,-1,0,0
Bloat On,CHEECH AND CHONG,11/12/1977,81,41,10,4,0,0
Girls' School / Mull Of Kintyre,PAUL McCARTNEY AND WINGS,11/19/1977,83,33,11,-1,0,0
Dusic,BRICK,9/3/1977,84,18,18,27,0,0
If You're Not Back In Love By Monday,MILLIE JACKSON,11/19/1977,90,43,11,23,0,0
From Graceland To The Promised Land,MERLE HAGGARD,10/22/1977,90,58,9,12,0,0
Draw The Line,AEROSMITH,10/22/1977,79,42,11,35,0,0
Peg,STEELY DAN,11/19/1977,87,11,19,56,1,0
Do Ya Wanna Get Funky With Me,PETER BROWN,9/17/1977,76,18,14,-1,0,0
Lovely Day,BILL WITHERS,11/19/1977,107,30,15,66,3,0
Don't Let The Flame Burn Out,JACKIE DeSHANNON,10/29/1977,91,68,10,3,0,0
Heaven's Just A Sin Away,THE KENDALLS,11/5/1977,87,69,7,32,0,0
Tried To Love,PETER FRAMPTON,12/10/1977,70,41,8,8,0,0
Wrap Your Arms Around Me / I'm Your Boogie Man,K.C. AND THE SUNSHINE BAND,12/3/1977,82,48,7,-1,0,0
Grandmother's Song,STEVE MARTIN,12/3/1977,85,72,3,15,0,0
Easy To Love,LEO SAYER,12/10/1977,74,36,10,10,0,0
How Can I Leave You Again,JOHN DENVER,11/26/1977,90,44,10,23,0,0
Closer To The Heart,RUSH,11/26/1977,89,76,4,52,0,0
Street Corner Serenade,WET WILLIE,12/3/1977,87,30,14,21,0,0
Was Dog A Doughnut,CAT STEVENS,11/19/1977,92,70,9,17,0,0
Kick It Out,HEART,11/26/1977,84,79,3,35,0,0
Any Way You Want Me,THE SYLVERS,11/26/1977,93,72,9,7,0,0
"Long, Long Way From Home",FOREIGNER,12/10/1977,81,20,14,44,0,0
Ooh Boy,ROSE ROYCE,11/26/1977,95,72,11,37,0,0
You Make Me Crazy,SAMMY HAGAR,12/10/1977,84,62,8,9,0,0
Rockaway Beach,THE RAMONES,12/3/1977,90,66,14,55,0,0
The Next Hundred Years,AL MARTINO,12/10/1977,86,49,9,1,0,0
Breakdown,SEDUCTION,10/6/1990,98,82,4,9,0,0
"Le Spank / Monkey See, Monkey Do",LE PAMPLEMOUSSE featuring THE JONES GIRLS,11/26/1977,92,58,15,-1,0,0
Moondance,VAN MORRISON,11/19/1977,96,92,4,66,3,0
Cocomotion,EL COCO,11/26/1977,97,44,15,19,0,0
My Fair Share,SEALS AND CROFTS,9/3/1977,82,28,15,47,0,0
Until Now,BOBBY ARVON,12/3/1977,98,72,16,-1,0,0
Just For Your Love,THE MEMPHIS HORNS,10/1/1977,109,101,15,16,0,0
Sweet Music Man,KENNY ROGERS,12/3/1977,108,44,10,35,0,0
Bop Gun (Endangered Species),PARLIAMENT,12/3/1977,103,102,9,31,0,0
Belle,AL GREEN,11/12/1977,107,83,13,37,0,0
East Bound And Down,JERRY REED,9/17/1977,106,103,16,57,0,0
"What's Your Name, What's Your Number",THE ANDREA TRUE CONNECTION,11/19/1977,109,56,15,-1,0,0
The Whole Town's Laughing At Me,TEDDY PENDERGRASS,9/10/1977,108,108,1,40,0,0
Say Say Say,PAUL McCARTNEY &amp; MICHAEL JACKSON,10/15/1983,26,1,22,-1,0,0
All Night Long (All Night),LIONEL RICHIE,9/17/1983,62,1,24,63,2,0
Uptown Girl,BILLY JOEL,9/24/1983,70,3,22,70,3,0
Say It Isn't So,DARYL HALL &amp; JOHN OATES,10/29/1983,30,2,18,-1,0,0
Love Is A Battlefield,PAT BENATAR,9/24/1983,78,5,22,54,1,0
Union Of The Snake,DURAN DURAN,11/5/1983,59,3,17,43,0,0
Crumblin' Down,JOHN COUGAR MELLENCAMP,10/15/1983,42,9,16,43,0,0
Church Of The Poison Mind,CULTURE CLUB,10/22/1983,54,10,17,43,1,0
Twist Of Fate / Take A Chance,OLIVIA NEWTON-JOHN with JOHN TRAVOLTA,11/5/1983,49,5,18,-1,0,0
Why Me?,IRENE CARA,10/22/1983,56,13,15,-1,0,0
Undercover Of The Night,THE ROLLING STONES,11/12/1983,48,9,14,35,0,0
Synchronicity II,THE POLICE,11/5/1983,54,16,14,48,0,0
In A Big Country,BIG COUNTRY,10/22/1983,73,17,15,49,2,0
Major Tom (Coming Home),PETER SCHILLING,9/10/1983,108,14,24,52,0,0
Break My Stride,MATTHEW WILDER,9/17/1983,94,5,29,57,3,0
P.Y.T. (Pretty Young Thing),MICHAEL JACKSON,10/8/1983,75,10,16,70,1,0
I Guess That's Why They Call It The Blues,ELTON JOHN,10/29/1983,65,4,23,0,0,0
Souls,RICK SPRINGFIELD,10/15/1983,70,23,15,25,0,0
Time Will Reveal,DeBARGE,10/8/1983,103,18,22,42,0,0
Read 'Em And Weep,BARRY MANILOW,11/19/1983,53,18,14,21,0,0
Suddenly Last Summer,THE MOTELS,9/3/1983,60,9,20,38,0,0
If I'd Been The One,THIRTY EIGHT SPECIAL,11/12/1983,62,19,16,-1,0,0
Running With The Night,LIONEL RICHIE,11/26/1983,57,7,19,37,0,0
I Still Can't Get Over Loving You,RAY PARKER JR.,11/12/1983,81,12,19,26,0,0
Tonight I Celebrate My Love,PEABO BRYSON &amp; ROBERTA FLACK,7/2/1983,103,16,30,-1,0,0
I Won't Stand In Your Way,THE STRAY CATS,10/29/1983,72,35,13,-1,0,0
The Smile Has Left Your Eyes,ASIA,10/15/1983,65,34,13,27,0,0
The Way He Makes Me Feel,BARBRA STREISAND,10/22/1983,80,40,15,33,0,0
Stay With Me Tonight,JEFFREY OSBORNE,10/15/1983,89,30,21,32,0,0
Pink Houses,JOHN COUGAR MELLENCAMP,12/10/1983,45,8,16,58,1,0
The Sign Of Fire,THE FIXX,11/26/1983,75,32,13,22,0,0
Baby I Lied,DEBORAH ALLEN,10/8/1983,101,26,22,28,0,0
Send Her My Love,JOURNEY,9/24/1983,87,23,15,49,0,0
Tender Is The Night,JACKSON BROWNE,9/24/1983,79,25,17,47,0,0
Invisible Hands,KIM CARNES,10/15/1983,78,40,13,-1,0,0
Remember The Nights,THE MOTELS,12/3/1983,67,36,12,19,0,0
You Don't Believe,THE ALAN PARSONS PROJECT,11/19/1983,77,54,10,12,0,0
Magnetic,"EARTH, WIND AND FIRE",11/12/1983,85,57,9,23,0,0
What's New,LINDA RONSTADT &amp; THE NELSON RIDDLE ORCHESTRA,10/29/1983,84,53,14,-1,0,0
Street Of Dreams,NIA PEEPLES,10/12/1991,66,12,20,13,0,0
Allergies,PAUL SIMON,11/5/1983,68,44,10,25,0,0
Blue World,THE MOODY BLUES,11/12/1983,88,62,6,21,0,0
The Curly Shuffle,JUMP'N'THE SADDLE,12/3/1983,84,15,14,-1,0,0
The Big Crash,EDDIE MONEY,11/19/1983,96,54,11,11,0,0
Think Of Laura,CHRISTOPHER CROSS,12/10/1983,67,9,17,51,0,0
Lick It Up,KISS,11/5/1983,103,66,12,51,0,0
This Must Be The Place (Naive Melody),THE TALKING HEADS,11/26/1983,85,62,8,-1,0,0
(You Can Still) Rock In America,NIGHT RANGER,12/3/1983,83,51,12,40,0,0
Wet My Whistle,MIDNIGHT STAR,11/26/1983,90,61,11,-1,0,0
Delirious,PRINCE,9/3/1983,74,8,18,48,0,0
Just Got Lucky,JoBOXERS,9/10/1983,93,36,15,-1,0,0
The Mirror Man,THE HUMAN LEAGUE,10/1/1983,79,30,12,-1,0,0
The Dream (Hold On To Your Dream),IRENE CARA,12/10/1983,79,37,14,-1,0,0
State Of The Nation,INDUSTRY,11/5/1983,109,81,10,38,0,0
How Many Times Can We Say Goodbye,DIONNE WARWICK &amp; LUTHER VANDROSS,10/8/1983,79,27,13,-1,0,0
Red Hot,ROBERT GORDON with LINK WRAY,10/1/1977,87,83,3,16,0,0
Tell Me If You Still Care,THE S.O.S. BAND,10/29/1983,107,107,1,49,0,0
A Little Good News,ANNE MURRAY,9/17/1983,95,74,7,32,0,0
If Love Should Go,THE STREETS,11/5/1983,102,102,2,-1,0,0
The Sound Of Goodbye,CRYSTAL GAYLE,12/10/1983,90,84,5,25,0,0
I Just Can't Walk Away,THE FOUR TOPS,10/15/1983,106,71,10,-1,0,0
Rappin' Rodney,RODNEY DANGERFIELD,11/19/1983,106,83,10,-1,0,0
Touch A Four Leaf Clover,ATLANTIC STARR,11/12/1983,105,87,11,27,0,0
Modern Love,DAVID BOWIE,9/17/1983,72,14,13,65,6,0
The Flyer,SAGA,11/26/1983,82,79,3,11,0,0
Love Is A Stranger,THE EURYTHMICS,9/17/1983,81,23,13,0,0,0
If Anyone Falls,STEVIE NICKS,9/10/1983,61,14,14,37,0,0
Make Believe It's Your First Time,THE CARPENTERS,11/19/1983,102,101,7,30,0,0
Cut Loose,PAUL RODGERS,11/26/1983,107,102,3,7,0,0
Boys,THE MARY JANE GIRLS,10/29/1983,110,110,1,-1,0,0
White Lines (Don't Don't Do It),GRANDMASTER FLASH AND MELLE MEL,11/19/1983,108,101,7,38,1,0
Always Be Mine,ALDO NOVA,12/3/1983,109,107,5,24,0,0
Electric Kingdom,TWILIGHT 22,12/10/1983,109,79,9,30,0,0
"Baby, I'm Hooked (Right Into Your Love)",CON FUNK SHUN,12/10/1983,110,76,9,24,0,0
Look Away,CHICAGO,9/24/1988,77,1,24,44,0,0
"Baby, I Love Your Way / Freebird Medley",WILL TO POWER,9/10/1988,97,1,24,-1,0,0
How Can I Fall?,BREATHE,9/10/1988,79,3,22,45,0,0
I Don't Want Your Love,DURAN DURAN,10/15/1988,49,4,16,18,0,0
Giving You The Best That I Got,ANITA BAKER,9/24/1988,85,3,22,49,0,0
Every Rose Has Its Thorn,POISON,10/29/1988,60,1,21,65,0,0
Waiting For A Star To Fall,BOY MEETS GIRL,9/10/1988,83,5,25,41,0,0
Welcome To The Jungle,GUNS N'ROSES,10/22/1988,58,7,17,-1,0,0
Walk On Water,EDDIE MONEY,10/1/1988,67,9,21,40,0,0
The Promise,WHEN IN ROME,9/3/1988,87,11,25,60,2,0
Finish What Ya Started,VAN HALEN,10/1/1988,82,13,20,40,0,0
In Your Room,BANGLES,10/15/1988,73,5,20,37,0,0
Bad Medicine,BON JOVI,9/24/1988,43,1,20,54,1,0
Kissing A Fool,GEORGE MICHAEL,10/8/1988,47,5,15,54,1,0
Spy In The House Of Love,WAS NOT WAS,10/1/1988,93,16,17,-1,0,0
Don't Rush Me,TAYLOR DAYNE,11/5/1988,81,2,20,29,0,0
I Remember Holding You,BOYS CLUB,10/22/1988,79,8,21,-1,0,0
Silhouette,KENNY G,10/29/1988,70,13,17,35,0,0
Not Just Another Girl,IVAN NEVILLE,10/8/1988,81,26,19,-1,0,0
Domino Dancing,PET SHOP BOYS,10/8/1988,71,18,14,38,0,0
Armageddon It,DEF LEPPARD,11/19/1988,65,3,18,44,0,0
"Yeah, Yeah, Yeah",JUDSON SPENCE,10/15/1988,86,32,14,-1,0,0
Don't Know What You Got (Till It's Gone),CINDERELLA,9/3/1988,74,12,22,54,0,0
Till I Loved You,BARBRA STREISAND &amp; DON JOHNSON,10/22/1988,67,25,12,-1,0,0
Groovy Kind Of Love,PHIL COLLINS,9/3/1988,52,1,25,53,0,0
Little Liar,JOAN JETT AND THE BLACKHEARTS,10/29/1988,75,19,20,28,0,0
Thanks For My Child,CHERYL 'PEPSII' RILEY,10/29/1988,86,32,13,-1,0,0
Holding On,STEVE WINWOOD,11/26/1988,71,11,17,40,0,0
Symptoms Of True Love,TRACIE SPENCER,10/1/1988,99,38,16,14,0,0
Handle With Care,TRAVELING WILBURYS,10/29/1988,83,45,14,54,0,0
"Hippy Hippy Shake (From ""Cocktail"")",THE GEORGIA SATELLITES,10/22/1988,88,45,14,-1,0,0
Back On Holiday,ROBBIE NEVIL,11/12/1988,87,34,14,10,0,0
Peek-A-Boo,SIOUXSIE AND THE BANSHEES,10/15/1988,92,53,14,37,0,0
One Moment In Time,WHITNEY HOUSTON,9/10/1988,57,5,17,53,0,0
Baby Can I Hold You,TRACY CHAPMAN,11/5/1988,84,48,12,66,0,0
Edge Of A Broken Heart,VIXEN,9/17/1988,96,26,21,53,0,0
Girls Ain't Nothing But Trouble,D.J. JAZZY JEFF &amp; THE FRESH PRINCE,10/29/1988,93,57,12,-1,0,0
It's Money That Matters,RANDY NEWMAN,11/5/1988,85,60,12,20,0,0
Best Of Times,PETER CETERA,10/29/1988,88,59,8,22,0,0
"Boy, I've Been Told",SA-FIRE,9/24/1988,99,48,16,-1,0,0
Any Love,LUTHER VANDROSS,10/8/1988,78,44,13,37,0,0
Cross My Heart,BILLY STEWART,11/4/1967,123,86,13,36,0,0
As Long As You Follow,FLEETWOOD MAC,12/3/1988,81,43,14,48,0,0
Cars With The Boom,L'TRIMM,9/24/1988,94,54,15,22,0,0
Shake For The Sheik,THE ESCAPE CLUB,12/10/1988,81,28,14,8,0,0
Killing Me Softly,AL B. SURE!,11/19/1988,88,80,11,34,0,0
New Day For You,BASIA,12/10/1988,86,53,11,29,0,0
Rock & Roll Strategy,.38 SPECIAL,10/29/1988,80,67,8,23,0,0
It's No Secret,KYLIE MINOGUE,12/10/1988,90,37,13,25,0,0
A Word In Spanish,ELTON JOHN,9/17/1988,86,19,13,16,0,0
Didn't Know It Was Love,SURVIVOR,10/8/1988,95,61,10,34,0,0
Anchorage,MICHELLE SHOCKED,12/10/1988,94,66,8,-1,0,0
(It's Just) The Way That You Love Me,PAULA ABDUL,9/23/1989,64,3,20,-1,0,0
"Love, Truth & Honesty",BANANARAMA,11/26/1988,91,89,3,-1,0,0
The Only Way Is Up,YAZZ &amp; THE PLASTIC POPULATION,11/26/1988,99,96,4,-1,0,0
Secret,MADONNA,10/8/1994,30,3,22,49,0,0
You Want This / 70's Love Groove,JANET JACKSON,10/22/1994,60,8,22,-1,0,0
Practice What You Preach,BARRY WHITE,10/8/1994,85,18,21,38,1,0
Living In A Danger,ACE OF BASE,10/22/1994,53,20,20,1,0,0
What's The Frequency Kenneth?,R.E.M.,9/24/1994,54,21,20,46,0,0
Be Happy,MARY J. BLIGE,11/5/1994,82,29,20,51,0,0
Thuggish Ruggish Bone,BONE THUGS-N-HARMONY,9/17/1994,73,22,20,61,0,0
